Strategy,Date,Country,Weight(%)
GDP (Prop),2023-06-30,Qatar,0.2216
GDP (Prop),2023-06-30,Poland,0.8219
GDP (Prop),2023-06-30,Chile,0.3634
GDP (Prop),2023-06-30,Turkey,1.1968
GDP (Prop),2023-06-30,Greece,0.2529
GDP (Prop),2023-06-30,Philippines,0.4425
GDP (Prop),2023-06-30,Hungary,0.2289
GDP (Prop),2023-06-30,Egypt,0.3527
GDP (Prop),2023-06-30,Czech Republic,0.3704
GDP (Prop),2023-06-30,Colombia,0.3735
GDP (Prop),2023-06-30,Peru,0.2844
GDP (Prop),2023-09-29,USA,29.0433
GDP (Prop),2023-09-29,Japan,4.4181
GDP (Prop),2023-09-29,UK,3.6286
GDP (Prop),2023-09-29,France,3.2026
GDP (Prop),2023-09-29,Canada,2.312
GDP (Prop),2023-09-29,Switzerland,0.9764
GDP (Prop),2023-09-29,Germany,4.773
GDP (Prop),2023-09-29,Australia,1.7847
GDP (Prop),2023-09-29,Netherlands,1.2108
GDP (Prop),2023-09-29,Sweden,0.5725
GDP (Prop),2023-09-29,Denmark,0.4157
GDP (Prop),2023-09-29,Spain,1.6838
GDP (Prop),2023-09-29,Italy,2.4101
GDP (Prop),2023-09-29,Hong Kong,0.405
GDP (Prop),2023-09-29,Singapore,0.5286
GDP (Prop),2023-09-29,Belgium,0.6808
GDP (Prop),2023-09-29,Finland,0.3072
GDP (Prop),2023-09-29,Israel,0.5344
GDP (Prop),2023-09-29,Norway,0.5087
GDP (Prop),2023-09-29,Ireland,0.5939
GDP (Prop),2023-09-29,New Zealand,0.2615
GDP (Prop),2023-09-29,Austria,0.5378
GDP (Prop),2023-09-29,Portugal,0.3072
GDP (Prop),2023-09-29,China,18.754
GDP (Prop),2023-09-29,India,3.3922
GDP (Prop),2023-09-29,Taiwan,0.7866
GDP (Prop),2023-09-29,Korea,1.9077
GDP (Prop),2023-09-29,Brazil,2.3469
GDP (Prop),2023-09-29,Saudi Arabia,1.2613
GDP (Prop),2023-09-29,South Africa,0.3926
GDP (Prop),2023-09-29,Mexico,1.9546
GDP (Prop),2023-09-29,Indonesia,1.4396
GDP (Prop),2023-09-29,Malaysia,0.4136
GDP (Prop),2023-09-29,UAE,0.54
GDP (Prop),2023-09-29,Thailand,0.5337
GDP (Prop),2023-09-29,Kuwait,0.1738
GDP (Prop),2023-09-29,Qatar,0.228
GDP (Prop),2023-09-29,Poland,0.8526
GDP (Prop),2023-09-29,Chile,0.3432
GDP (Prop),2023-09-29,Turkey,1.148
GDP (Prop),2023-09-29,Greece,0.2757
GDP (Prop),2023-09-29,Philippines,0.4257
GDP (Prop),2023-09-29,Hungary,0.2302
GDP (Prop),2023-09-29,Egypt,0.4495
GDP (Prop),2023-09-29,Czech Republic,0.3578
GDP (Prop),2023-09-29,Colombia,0.4057
GDP (Prop),2023-09-29,Peru,0.2904
GDP (Prop),2023-12-29,USA,28.6154
GDP (Prop),2023-12-29,Japan,4.243
GDP (Prop),2023-12-29,UK,3.4483
GDP (Prop),2023-12-29,France,3.1214
GDP (Prop),2023-12-29,Canada,2.2291
GDP (Prop),2023-12-29,Switzerland,0.9503
GDP (Prop),2023-12-29,Germany,4.6383
GDP (Prop),2023-12-29,Australia,1.7468
GDP (Prop),2023-12-29,Netherlands,1.1778
GDP (Prop),2023-12-29,Sweden,0.6137
GDP (Prop),2023-12-29,Denmark,0.4024
GDP (Prop),2023-12-29,Spain,1.6665
GDP (Prop),2023-12-29,Italy,2.4673
GDP (Prop),2023-12-29,Hong Kong,0.4089
GDP (Prop),2023-12-29,Singapore,0.5202
GDP (Prop),2023-12-29,Belgium,0.6577
GDP (Prop),2023-12-29,Finland,0.2939
GDP (Prop),2023-12-29,Israel,0.5032
GDP (Prop),2023-12-29,Norway,0.4992
GDP (Prop),2023-12-29,Ireland,0.5632
GDP (Prop),2023-12-29,New Zealand,0.2523
GDP (Prop),2023-12-29,Austria,0.5212
GDP (Prop),2023-12-29,Portugal,0.2985
GDP (Prop),2023-12-29,China,19.8959
GDP (Prop),2023-12-29,India,3.6659
GDP (Prop),2023-12-29,Taiwan,0.7791
GDP (Prop),2023-12-29,Korea,1.8797
GDP (Prop),2023-12-29,Brazil,2.3276
GDP (Prop),2023-12-29,Saudi Arabia,1.238
GDP (Prop),2023-12-29,South Africa,0.3856
GDP (Prop),2023-12-29,Mexico,1.8706
GDP (Prop),2023-12-29,Indonesia,1.3668
GDP (Prop),2023-12-29,Malaysia,0.4073
GDP (Prop),2023-12-29,UAE,0.5408
GDP (Prop),2023-12-29,Thailand,0.5101
GDP (Prop),2023-12-29,Kuwait,0.1712
GDP (Prop),2023-12-29,Qatar,0.2177
GDP (Prop),2023-12-29,Poland,0.9266
GDP (Prop),2023-12-29,Chile,0.3246
GDP (Prop),2023-12-29,Turkey,1.1748
GDP (Prop),2023-12-29,Greece,0.2519
GDP (Prop),2023-12-29,Philippines,0.5062
GDP (Prop),2023-12-29,Hungary,0.2404
GDP (Prop),2023-12-29,Egypt,0.4484
GDP (Prop),2023-12-29,Czech Republic,0.3436
GDP (Prop),2023-12-29,Colombia,0.3971
GDP (Prop),2023-12-29,Peru,0.2914
GDP (Prop),2024-03-28,USA,29.5477
GDP (Prop),2024-03-28,Japan,4.2917
GDP (Prop),2024-03-28,UK,3.6859
GDP (Prop),2024-03-28,France,3.2382
GDP (Prop),2024-03-28,Canada,2.3172
GDP (Prop),2024-03-28,Switzerland,0.9915
GDP (Prop),2024-03-28,Germany,4.8013
GDP (Prop),2024-03-28,Australia,1.8294
GDP (Prop),2024-03-28,Netherlands,1.2309
GDP (Prop),2024-03-28,Sweden,0.6038
GDP (Prop),2024-03-28,Denmark,0.4229
GDP (Prop),2024-03-28,Spain,1.7488
GDP (Prop),2024-03-28,Italy,2.3482
GDP (Prop),2024-03-28,Hong Kong,0.4045
GDP (Prop),2024-03-28,Singapore,0.5637
GDP (Prop),2024-03-28,Belgium,0.6842
GDP (Prop),2024-03-28,Finland,0.3057
GDP (Prop),2024-03-28,Israel,0.5397
GDP (Prop),2024-03-28,Norway,0.5133
GDP (Prop),2024-03-28,Ireland,0.5818
GDP (Prop),2024-03-28,New Zealand,0.2668
GDP (Prop),2024-03-28,Austria,0.5461
GDP (Prop),2024-03-28,Portugal,0.3173
GDP (Prop),2024-03-28,China,17.441
GDP (Prop),2024-03-28,India,3.927
GDP (Prop),2024-03-28,Taiwan,0.8262
GDP (Prop),2024-03-28,Korea,1.9623
GDP (Prop),2024-03-28,Brazil,2.2984
GDP (Prop),2024-03-28,Saudi Arabia,1.2774
GDP (Prop),2024-03-28,South Africa,0.3946
GDP (Prop),2024-03-28,Mexico,1.983
GDP (Prop),2024-03-28,Indonesia,1.3907
GDP (Prop),2024-03-28,Malaysia,0.4062
GDP (Prop),2024-03-28,UAE,0.5438
GDP (Prop),2024-03-28,Thailand,0.5298
GDP (Prop),2024-03-28,Kuwait,0.1672
GDP (Prop),2024-03-28,Qatar,0.2203
GDP (Prop),2024-03-28,Poland,0.8657
GDP (Prop),2024-03-28,Chile,0.3308
GDP (Prop),2024-03-28,Turkey,1.3108
GDP (Prop),2024-03-28,Greece,0.2339
GDP (Prop),2024-03-28,Philippines,0.4501
GDP (Prop),2024-03-28,Hungary,0.191
GDP (Prop),2024-03-28,Egypt,0.413
GDP (Prop),2024-03-28,Czech Republic,0.3521
GDP (Prop),2024-03-28,Colombia,0.4307
GDP (Prop),2024-03-28,Peru,0.2732
GDP (Prop),2024-06-28,USA,29.5441
GDP (Prop),2024-06-28,Japan,4.1129
GDP (Prop),2024-06-28,UK,3.6685
GDP (Prop),2024-06-28,France,3.1649
GDP (Prop),2024-06-28,Canada,2.2882
GDP (Prop),2024-06-28,Switzerland,0.955
GDP (Prop),2024-06-28,Germany,4.7057
GDP (Prop),2024-06-28,Australia,1.8113
GDP (Prop),2024-06-28,Netherlands,1.2159
GDP (Prop),2024-06-28,Sweden,0.6142
GDP (Prop),2024-06-28,Denmark,0.4211
GDP (Prop),2024-06-28,Spain,1.7242
GDP (Prop),2024-06-28,Italy,2.3693
GDP (Prop),2024-06-28,Hong Kong,0.3938
GDP (Prop),2024-06-28,Singapore,0.5607
GDP (Prop),2024-06-28,Belgium,0.674
GDP (Prop),2024-06-28,Finland,0.3002
GDP (Prop),2024-06-28,Israel,0.5284
GDP (Prop),2024-06-28,Norway,0.5151
GDP (Prop),2024-06-28,Ireland,0.5991
GDP (Prop),2024-06-28,New Zealand,0.2612
GDP (Prop),2024-06-28,Austria,0.537
GDP (Prop),2024-06-28,Portugal,0.3133
GDP (Prop),2024-06-28,China,18.3959
GDP (Prop),2024-06-28,India,3.6008
GDP (Prop),2024-06-28,Taiwan,0.7951
GDP (Prop),2024-06-28,Korea,1.8873
GDP (Prop),2024-06-28,Brazil,2.2841
GDP (Prop),2024-06-28,Saudi Arabia,1.2827
GDP (Prop),2024-06-28,South Africa,0.4001
GDP (Prop),2024-06-28,Mexico,1.9431
GDP (Prop),2024-06-28,Indonesia,1.3909
GDP (Prop),2024-06-28,Malaysia,0.4066
GDP (Prop),2024-06-28,UAE,0.5692
GDP (Prop),2024-06-28,Thailand,0.516
GDP (Prop),2024-06-28,Kuwait,0.1662
GDP (Prop),2024-06-28,Qatar,0.2154
GDP (Prop),2024-06-28,Poland,0.8841
GDP (Prop),2024-06-28,Chile,0.3308
GDP (Prop),2024-06-28,Turkey,1.3257
GDP (Prop),2024-06-28,Greece,0.2558
GDP (Prop),2024-06-28,Philippines,0.4556
GDP (Prop),2024-06-28,Hungary,0.2301
GDP (Prop),2024-06-28,Egypt,0.3005
GDP (Prop),2024-06-28,Czech Republic,0.3498
GDP (Prop),2024-06-28,Colombia,0.4384
GDP (Prop),2024-06-28,Peru,0.2975
GDP (Prop),2024-09-30,USA,29.1496
GDP (Prop),2024-09-30,Japan,4.2343
GDP (Prop),2024-09-30,UK,3.7458
GDP (Prop),2024-09-30,France,3.1933
GDP (Prop),2024-09-30,Canada,2.2677
GDP (Prop),2024-09-30,Switzerland,0.98
GDP (Prop),2024-09-30,Germany,4.7051
GDP (Prop),2024-09-30,Australia,1.8034
GDP (Prop),2024-09-30,Netherlands,1.2242
GDP (Prop),2024-09-30,Sweden,0.5862
GDP (Prop),2024-09-30,Denmark,0.4286
GDP (Prop),2024-09-30,Spain,1.7364
GDP (Prop),2024-09-30,Italy,2.378
GDP (Prop),2024-09-30,Hong Kong,0.4154
GDP (Prop),2024-09-30,Singapore,0.5927
GDP (Prop),2024-09-30,Belgium,0.6768
GDP (Prop),2024-09-30,Finland,0.3009
GDP (Prop),2024-09-30,Israel,0.5435
GDP (Prop),2024-09-30,Norway,0.4968
GDP (Prop),2024-09-30,Ireland,0.6188
GDP (Prop),2024-09-30,New Zealand,0.2579
GDP (Prop),2024-09-30,Austria,0.5374
GDP (Prop),2024-09-30,Portugal,0.3166
GDP (Prop),2024-09-30,China,18.8227
GDP (Prop),2024-09-30,India,3.4795
GDP (Prop),2024-09-30,Taiwan,0.7932
GDP (Prop),2024-09-30,Korea,1.8491
GDP (Prop),2024-09-30,Brazil,2.1489
GDP (Prop),2024-09-30,Saudi Arabia,1.2276
GDP (Prop),2024-09-30,South Africa,0.4048
GDP (Prop),2024-09-30,Mexico,1.7693
GDP (Prop),2024-09-30,Indonesia,1.412
GDP (Prop),2024-09-30,Malaysia,0.4347
GDP (Prop),2024-09-30,UAE,0.5507
GDP (Prop),2024-09-30,Thailand,0.5341
GDP (Prop),2024-09-30,Kuwait,0.155
GDP (Prop),2024-09-30,Qatar,0.2162
GDP (Prop),2024-09-30,Poland,0.9256
GDP (Prop),2024-09-30,Chile,0.333
GDP (Prop),2024-09-30,Turkey,1.3679
GDP (Prop),2024-09-30,Greece,0.2806
GDP (Prop),2024-09-30,Philippines,0.432
GDP (Prop),2024-09-30,Hungary,0.2336
GDP (Prop),2024-09-30,Egypt,0.376
GDP (Prop),2024-09-30,Czech Republic,0.3492
GDP (Prop),2024-09-30,Colombia,0.4157
GDP (Prop),2024-09-30,Peru,0.2991
GDP (Prop),2024-12-31,USA,28.7825
GDP (Prop),2024-12-31,Japan,4.0916
GDP (Prop),2024-12-31,UK,3.6519
GDP (Prop),2024-12-31,France,3.0305
GDP (Prop),2024-12-31,Canada,2.1924
GDP (Prop),2024-12-31,Switzerland,0.9489
GDP (Prop),2024-12-31,Germany,4.5086
GDP (Prop),2024-12-31,Australia,1.7378
GDP (Prop),2024-12-31,Netherlands,1.1793
GDP (Prop),2024-12-31,Sweden,0.6089
GDP (Prop),2024-12-31,Denmark,0.4223
GDP (Prop),2024-12-31,Spain,1.6797
GDP (Prop),2024-12-31,Italy,2.4125
GDP (Prop),2024-12-31,Hong Kong,0.4166
GDP (Prop),2024-12-31,Singapore,0.567
GDP (Prop),2024-12-31,Belgium,0.6458
GDP (Prop),2024-12-31,Finland,0.2862
GDP (Prop),2024-12-31,Israel,0.552
GDP (Prop),2024-12-31,Norway,0.4777
GDP (Prop),2024-12-31,Ireland,0.6294
GDP (Prop),2024-12-31,New Zealand,0.2467
GDP (Prop),2024-12-31,Austria,0.5138
GDP (Prop),2024-12-31,Portugal,0.3049
GDP (Prop),2024-12-31,China,20.0582
GDP (Prop),2024-12-31,India,3.8152
GDP (Prop),2024-12-31,Taiwan,0.7871
GDP (Prop),2024-12-31,Korea,1.7968
GDP (Prop),2024-12-31,Brazil,2.0267
GDP (Prop),2024-12-31,Saudi Arabia,1.2198
GDP (Prop),2024-12-31,South Africa,0.4022
GDP (Prop),2024-12-31,Mexico,1.6415
GDP (Prop),2024-12-31,Indonesia,1.3868
GDP (Prop),2024-12-31,Malaysia,0.4405
GDP (Prop),2024-12-31,UAE,0.5419
GDP (Prop),2024-12-31,Thailand,0.5362
GDP (Prop),2024-12-31,Kuwait,0.1541
GDP (Prop),2024-12-31,Qatar,0.2149
GDP (Prop),2024-12-31,Poland,0.9848
GDP (Prop),2024-12-31,Chile,0.3223
GDP (Prop),2024-12-31,Turkey,1.3999
GDP (Prop),2024-12-31,Greece,0.2517
GDP (Prop),2024-12-31,Philippines,0.5033
GDP (Prop),2024-12-31,Hungary,0.2324
GDP (Prop),2024-12-31,Egypt,0.3564
GDP (Prop),2024-12-31,Czech Republic,0.3347
GDP (Prop),2024-12-31,Colombia,0.3972
GDP (Prop),2024-12-31,Peru,0.3086
GDP (Prop),2025-03-31,USA,30.1012
GDP (Prop),2025-03-31,Japan,4.2887
GDP (Prop),2025-03-31,UK,3.7779
GDP (Prop),2025-03-31,France,3.1198
GDP (Prop),2025-03-31,Canada,2.2512
GDP (Prop),2025-03-31,Switzerland,0.9713
GDP (Prop),2025-03-31,Germany,4.6743
GDP (Prop),2025-03-31,Australia,1.7606
GDP (Prop),2025-03-31,Netherlands,1.2219
GDP (Prop),2025-03-31,Sweden,0.5857
GDP (Prop),2025-03-31,Denmark,0.4276
GDP (Prop),2025-03-31,Spain,1.7395
GDP (Prop),2025-03-31,Italy,2.2543
GDP (Prop),2025-03-31,Hong Kong,0.4136
GDP (Prop),2025-03-31,Singapore,0.5742
GDP (Prop),2025-03-31,Belgium,0.6702
GDP (Prop),2025-03-31,Finland,0.2943
GDP (Prop),2025-03-31,Israel,0.5615
GDP (Prop),2025-03-31,Norway,0.5145
GDP (Prop),2025-03-31,Ireland,0.6827
GDP (Prop),2025-03-31,New Zealand,0.2502
GDP (Prop),2025-03-31,Austria,0.5346
GDP (Prop),2025-03-31,Portugal,0.3151
GDP (Prop),2025-03-31,China,17.5435
GDP (Prop),2025-03-31,India,4.013
GDP (Prop),2025-03-31,Taiwan,0.8304
GDP (Prop),2025-03-31,Korea,1.7869
GDP (Prop),2025-03-31,Brazil,2.0747
GDP (Prop),2025-03-31,Saudi Arabia,1.2848
GDP (Prop),2025-03-31,South Africa,0.4029
GDP (Prop),2025-03-31,Mexico,1.7087
GDP (Prop),2025-03-31,Indonesia,1.3889
GDP (Prop),2025-03-31,Malaysia,0.437
GDP (Prop),2025-03-31,UAE,0.5484
GDP (Prop),2025-03-31,Thailand,0.5583
GDP (Prop),2025-03-31,Kuwait,0.1635
GDP (Prop),2025-03-31,Qatar,0.2209
GDP (Prop),2025-03-31,Poland,0.8977
GDP (Prop),2025-03-31,Chile,0.3418
GDP (Prop),2025-03-31,Turkey,1.4947
GDP (Prop),2025-03-31,Greece,0.2327
GDP (Prop),2025-03-31,Philippines,0.4552
GDP (Prop),2025-03-31,Hungary,0.1874
GDP (Prop),2025-03-31,Egypt,0.3617
GDP (Prop),2025-03-31,Czech Republic,0.3508
GDP (Prop),2025-03-31,Colombia,0.4337
GDP (Prop),2025-03-31,Peru,0.2977
GDP (Prop),2025-06-30,USA,29.1246
GDP (Prop),2025-06-30,Japan,4.4031
GDP (Prop),2025-06-30,UK,3.8628
GDP (Prop),2025-06-30,France,3.2147
GDP (Prop),2025-06-30,Canada,2.2162
GDP (Prop),2025-06-30,Switzerland,1.0072
GDP (Prop),2025-06-30,Germany,4.8294
GDP (Prop),2025-06-30,Australia,1.7264
GDP (Prop),2025-06-30,Netherlands,1.2691
GDP (Prop),2025-06-30,Sweden,0.6575
GDP (Prop),2025-06-30,Denmark,0.4382
GDP (Prop),2025-06-30,Spain,1.8059
GDP (Prop),2025-06-30,Italy,2.4111
GDP (Prop),2025-06-30,Hong Kong,0.3864
GDP (Prop),2025-06-30,Singapore,0.5654
GDP (Prop),2025-06-30,Belgium,0.6928
GDP (Prop),2025-06-30,Finland,0.3023
GDP (Prop),2025-06-30,Israel,0.5411
GDP (Prop),2025-06-30,Norway,0.5129
GDP (Prop),2025-06-30,Ireland,0.7025
GDP (Prop),2025-06-30,New Zealand,0.2497
GDP (Prop),2025-06-30,Austria,0.5535
GDP (Prop),2025-06-30,Portugal,0.3292
GDP (Prop),2025-06-30,China,18.033
GDP (Prop),2025-06-30,India,3.5868
GDP (Prop),2025-06-30,Taiwan,0.8606
GDP (Prop),2025-06-30,Korea,1.7999
GDP (Prop),2025-06-30,Brazil,2.157
GDP (Prop),2025-06-30,Saudi Arabia,1.2026
GDP (Prop),2025-06-30,South Africa,0.3943
GDP (Prop),2025-06-30,Mexico,1.7223
GDP (Prop),2025-06-30,Indonesia,1.3782
GDP (Prop),2025-06-30,Malaysia,0.4331
GDP (Prop),2025-06-30,UAE,0.5549
GDP (Prop),2025-06-30,Thailand,0.5464
GDP (Prop),2025-06-30,Kuwait,0.1449
GDP (Prop),2025-06-30,Qatar,0.2025
GDP (Prop),2025-06-30,Poland,0.944
GDP (Prop),2025-06-30,Chile,0.3414
GDP (Prop),2025-06-30,Turkey,1.4927
GDP (Prop),2025-06-30,Greece,0.2671
GDP (Prop),2025-06-30,Philippines,0.4731
GDP (Prop),2025-06-30,Hungary,0.2349
GDP (Prop),2025-06-30,Egypt,0.3328
GDP (Prop),2025-06-30,Czech Republic,0.3691
GDP (Prop),2025-06-30,Colombia,0.4155
GDP (Prop),2025-06-30,Peru,0.3107
GDP (Prop),2025-09-30,USA,28.8365
GDP (Prop),2025-09-30,Japan,4.1846
GDP (Prop),2025-09-30,UK,3.8196
GDP (Prop),2025-09-30,France,3.2417
GDP (Prop),2025-09-30,Canada,2.1943
GDP (Prop),2025-09-30,Switzerland,1.0014
GDP (Prop),2025-09-30,Germany,4.8602
GDP (Prop),2025-09-30,Australia,1.7425
GDP (Prop),2025-09-30,Netherlands,1.2867
GDP (Prop),2025-09-30,Sweden,0.6243
GDP (Prop),2025-09-30,Denmark,0.4478
GDP (Prop),2025-09-30,Spain,1.8303
GDP (Prop),2025-09-30,Italy,2.4443
GDP (Prop),2025-09-30,Hong Kong,0.4068
GDP (Prop),2025-09-30,Singapore,0.5761
GDP (Prop),2025-09-30,Belgium,0.6978
GDP (Prop),2025-09-30,Finland,0.3043
GDP (Prop),2025-09-30,Israel,0.5959
GDP (Prop),2025-09-30,Norway,0.5044
GDP (Prop),2025-09-30,Ireland,0.6875
GDP (Prop),2025-09-30,New Zealand,0.2454
GDP (Prop),2025-09-30,Austria,0.5601
GDP (Prop),2025-09-30,Portugal,0.3366
GDP (Prop),2025-09-30,China,18.3498
GDP (Prop),2025-09-30,India,3.3995
GDP (Prop),2025-09-30,Taiwan,0.8894
GDP (Prop),2025-09-30,Korea,1.7776
GDP (Prop),2025-09-30,Brazil,2.2024
GDP (Prop),2025-09-30,Saudi Arabia,1.1815
GDP (Prop),2025-09-30,South Africa,0.4057
GDP (Prop),2025-09-30,Mexico,1.7561
GDP (Prop),2025-09-30,Indonesia,1.3736
GDP (Prop),2025-09-30,Malaysia,0.4539
GDP (Prop),2025-09-30,UAE,0.5355
GDP (Prop),2025-09-30,Thailand,0.5404
GDP (Prop),2025-09-30,Kuwait,0.1468
GDP (Prop),2025-09-30,Qatar,0.2006
GDP (Prop),2025-09-30,Poland,0.9878
GDP (Prop),2025-09-30,Chile,0.3299
GDP (Prop),2025-09-30,Turkey,1.502
GDP (Prop),2025-09-30,Greece,0.2936
GDP (Prop),2025-09-30,Philippines,0.4257
GDP (Prop),2025-09-30,Hungary,0.2469
GDP (Prop),2025-09-30,Egypt,0.431
GDP (Prop),2025-09-30,Czech Republic,0.3808
GDP (Prop),2025-09-30,Colombia,0.4363
GDP (Prop),2025-09-30,Peru,0.3243
GDP (Prop),2025-12-31,USA,29.6033
GDP (Prop),2025-12-31,Japan,4.1047
GDP (Prop),2025-12-31,UK,3.8502
GDP (Prop),2025-12-31,France,3.2962
GDP (Prop),2025-12-31,Canada,2.214
GDP (Prop),2025-12-31,Switzerland,1.0177
GDP (Prop),2025-12-31,Germany,4.9721
GDP (Prop),2025-12-31,Australia,1.8084
GDP (Prop),2025-12-31,Netherlands,1.3173
GDP (Prop),2025-12-31,Sweden,0.6997
GDP (Prop),2025-12-31,Denmark,0.4555
GDP (Prop),2025-12-31,Spain,1.9051
GDP (Prop),2025-12-31,Italy,2.6458
GDP (Prop),2025-12-31,Hong Kong,0.4271
GDP (Prop),2025-12-31,Singapore,0.5933
GDP (Prop),2025-12-31,Finland,0.3107
GDP (Prop),2025-12-31,Israel,0.6427
GDP (Prop),2025-12-31,Norway,0.5041
GDP (Prop),2025-12-31,Ireland,0.689
GDP (Prop),2025-12-31,New Zealand,0.2443
GDP (Prop),2025-12-31,Austria,0.5676
GDP (Prop),2025-12-31,Portugal,0.3439
GDP (Prop),2025-12-31,China,20.6031
GDP (Prop),2025-12-31,India,3.8431
GDP (Prop),2025-12-31,Taiwan,0.9403
GDP (Prop),2025-12-31,Korea,1.7966
GDP (Prop),2025-12-31,Brazil,2.2878
GDP (Prop),2025-12-31,Saudi Arabia,1.2153
GDP (Prop),2025-12-31,South Africa,0.4329
GDP (Prop),2025-12-31,Indonesia,1.3904
GDP (Prop),2025-12-31,Malaysia,0.483
GDP (Prop),2025-12-31,Thailand,0.5619
GDP (Prop),2025-12-31,Chile,0.3538
GDP (Prop),2025-12-31,Turkey,1.5862
GDP (Prop),2025-12-31,Greece,0.2798
GDP (Prop),2025-12-31,Philippines,0.5076
GDP (Prop),2025-12-31,Hungary,0.2777
GDP (Prop),2025-12-31,Czech Republic,0.3949
GDP (Prop),2025-12-31,Colombia,0.4661
GDP (Prop),2025-12-31,Peru,0.3668
EY (Prop),2006-02-28,USA,2.1264
EY (Prop),2006-02-28,Japan,1.5785
EY (Prop),2006-02-28,UK,2.6823
EY (Prop),2006-02-28,France,2.505
EY (Prop),2006-02-28,Canada,1.7531
EY (Prop),2006-02-28,Switzerland,1.8634
EY (Prop),2006-02-28,Germany,2.0345
EY (Prop),2006-02-28,Australia,2.1236
EY (Prop),2006-02-28,Netherlands,2.6982
EY (Prop),2006-02-28,Sweden,2.2149
EY (Prop),2006-02-28,Denmark,2.1245
EY (Prop),2006-02-28,Spain,2.1207
EY (Prop),2006-02-28,Italy,2.2548
EY (Prop),2006-02-28,Hong Kong,2.2101
EY (Prop),2006-02-28,Singapore,2.3257
EY (Prop),2006-02-28,Belgium,2.7734
EY (Prop),2006-02-28,Finland,2.1122
EY (Prop),2006-02-28,Israel,1.8091
EY (Prop),2006-02-28,Norway,2.5914
EY (Prop),2006-02-28,Ireland,2.1561
EY (Prop),2006-02-28,New Zealand,2.62
EY (Prop),2006-02-28,Austria,1.9808
EY (Prop),2006-02-28,Portugal,2.2057
EY (Prop),2006-02-28,China,2.6834
EY (Prop),2006-02-28,India,1.799
EY (Prop),2006-02-28,Taiwan,2.0848
EY (Prop),2006-02-28,Korea,3.1227
EY (Prop),2006-02-28,Brazil,2.6677
EY (Prop),2006-02-28,South Africa,2.0162
EY (Prop),2006-02-28,Mexico,2.5092
EY (Prop),2006-02-28,Indonesia,2.9884
EY (Prop),2006-02-28,Malaysia,2.5143
EY (Prop),2006-02-28,UAE,0.7852
EY (Prop),2006-02-28,Thailand,3.5793
EY (Prop),2006-02-28,Kuwait,1.8793
EY (Prop),2006-02-28,Qatar,1.1744
EY (Prop),2006-02-28,Poland,2.3183
EY (Prop),2006-02-28,Chile,1.6184
EY (Prop),2006-02-28,Turkey,2.0243
EY (Prop),2006-02-28,Greece,1.401
EY (Prop),2006-02-28,Philippines,2.389
EY (Prop),2006-02-28,Hungary,2.6821
EY (Prop),2006-02-28,Egypt,1.0541
EY (Prop),2006-02-28,Czech Republic,1.5096
EY (Prop),2006-02-28,Colombia,1.483
EY (Prop),2006-02-28,Peru,2.8522
EY (Prop),2006-03-31,USA,2.0137
EY (Prop),2006-03-31,Japan,1.4376
EY (Prop),2006-03-31,UK,2.6645
EY (Prop),2006-03-31,France,2.495
EY (Prop),2006-03-31,Canada,1.5993
EY (Prop),2006-03-31,Switzerland,1.8413
EY (Prop),2006-03-31,Germany,2.1579
EY (Prop),2006-03-31,Australia,2.0311
EY (Prop),2006-03-31,Netherlands,2.7032
EY (Prop),2006-03-31,Sweden,2.129
EY (Prop),2006-03-31,Denmark,2.0798
EY (Prop),2006-03-31,Spain,2.3494
EY (Prop),2006-03-31,Italy,2.1717
EY (Prop),2006-03-31,Hong Kong,2.5358
EY (Prop),2006-03-31,Singapore,2.1525
EY (Prop),2006-03-31,Belgium,2.9057
EY (Prop),2006-03-31,Finland,1.8786
EY (Prop),2006-03-31,Israel,2.0076
EY (Prop),2006-03-31,Norway,2.2864
EY (Prop),2006-03-31,Ireland,2.1677
EY (Prop),2006-03-31,New Zealand,2.3677
EY (Prop),2006-03-31,Austria,2.0094
EY (Prop),2006-03-31,Portugal,2.2493
EY (Prop),2006-03-31,China,2.4703
EY (Prop),2006-03-31,India,1.593
EY (Prop),2006-03-31,Taiwan,1.9958
EY (Prop),2006-03-31,Korea,3.1149
EY (Prop),2006-03-31,Brazil,3.2994
EY (Prop),2006-03-31,South Africa,2.1935
EY (Prop),2006-03-31,Mexico,2.2589
EY (Prop),2006-03-31,Indonesia,2.4992
EY (Prop),2006-03-31,Malaysia,2.3673
EY (Prop),2006-03-31,UAE,0.742
EY (Prop),2006-03-31,Thailand,3.4926
EY (Prop),2006-03-31,Kuwait,2.0814
EY (Prop),2006-03-31,Qatar,1.0872
EY (Prop),2006-03-31,Poland,2.3945
EY (Prop),2006-03-31,Chile,1.5317
EY (Prop),2006-03-31,Turkey,2.2241
EY (Prop),2006-03-31,Greece,1.6827
EY (Prop),2006-03-31,Philippines,2.0706
EY (Prop),2006-03-31,Hungary,2.8253
EY (Prop),2006-03-31,Egypt,1.4384
EY (Prop),2006-03-31,Czech Republic,1.4804
EY (Prop),2006-03-31,Colombia,1.4519
EY (Prop),2006-03-31,Peru,3.4708
EY (Prop),2006-04-28,USA,2.0416
EY (Prop),2006-04-28,Japan,1.4706
EY (Prop),2006-04-28,UK,2.651
EY (Prop),2006-04-28,France,2.6191
EY (Prop),2006-04-28,Canada,1.601
EY (Prop),2006-04-28,Switzerland,1.8518
