Metric,Universe,Benchmark,Month,Indicator_Month,Port_Return(%),BM_Return(%),Excess_Return(%),Cum_Port(%),Cum_BM(%),Cum_Excess(%),n_countries
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2023-09,2023-05,-2.12,-3.411,1.291,43.3471,12.8817,31.8125,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2023-10,2023-06,-2.6485,-4.1869,1.5385,39.5505,8.1554,33.8404,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2023-11,2023-07,7.3911,8.819,-1.4278,49.8649,17.6935,31.9294,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2023-12,2023-08,3.6437,4.9015,-1.2577,55.3255,23.4622,30.27,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-01,2023-09,-4.4002,-1.044,-3.3562,48.4909,22.1733,25.8979,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-02,2023-10,-0.0096,2.3868,-2.3963,48.4767,25.0893,22.8809,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-03,2023-11,3.0247,2.542,0.4827,52.9677,28.2691,23.4741,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-04,2023-12,-0.1726,-1.9585,1.7859,52.7038,25.757,25.6792,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-05,2024-01,4.9518,2.4422,2.5096,60.2653,28.8282,28.8333,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-06,2024-02,-5.2648,-0.3032,-4.9617,51.8276,28.4376,22.441,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-07,2024-03,2.4203,2.1436,0.2767,55.5022,31.1908,22.7797,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-08,2024-04,1.0268,2.6278,-1.601,57.099,34.6383,20.8141,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-09,2024-05,1.8706,2.4159,-0.5453,60.0376,37.891,20.1553,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-10,2024-06,-3.2533,-4.9374,1.6841,54.8311,31.0827,22.1788,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-11,2024-07,-1.2395,-1.0411,-0.1983,52.912,29.7179,21.9365,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2024-12,2024-08,-1.7613,-2.039,0.2777,50.2188,27.0729,22.2752,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-01,2024-09,11.7958,3.9525,7.8433,67.9382,32.0955,31.8655,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-02,2024-10,3.3598,1.256,2.1038,73.5807,33.7546,34.6397,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-03,2024-11,2.0394,-0.6359,2.6754,77.1207,32.904,38.2419,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-04,2024-12,3.6797,3.2597,0.4201,83.6383,37.2362,38.8226,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-05,2025-01,2.2848,4.11,-1.8251,87.8341,42.8766,36.2889,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-06,2025-02,4.9505,3.2035,1.747,97.1328,47.4536,38.6698,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-07,2025-03,-0.3487,-0.4095,0.0608,96.4455,46.8498,38.7542,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-08,2025-04,5.7624,3.3143,2.4481,107.7654,51.7169,42.151,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-09,2025-05,3.4583,3.3591,0.0993,114.9506,56.8131,42.2921,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-10,2025-06,3.6227,1.9469,1.6758,122.7376,59.8662,44.6765,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-11,2025-07,3.0837,-0.1557,3.2394,129.6063,59.6173,49.3632,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2025-12,2025-08,2.6063,2.8584,-0.2522,135.5904,64.1799,48.9866,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2026-01,2025-09,11.7419,5.9384,5.8035,163.2533,73.9295,57.6331,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2026-02,2025-10,-0.1177,4.9105,-5.0282,162.9435,82.4703,49.707,46
DIVIDEND_YIELD,ALL,MSCI AC World ex USA,2026-03,2025-11,-4.898,-7.053,2.155,150.0645,69.6006,52.9332,46
DIVIDEND_YIELD,DM,MSCI World ex USA,2006-06,2006-02,-2.9764,-0.3302,-2.6462,-2.9764,-0.3302,-2.6462,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2006-07,2006-03,0.9099,0.866,0.044,-2.0935,0.5329,-2.6034,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2006-08,2006-04,3.3031,2.5918,0.7113,1.1404,3.1386,-1.9106,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2006-09,2006-05,1.4371,-0.2458,1.6829,2.594,2.8851,-0.2599,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2006-10,2006-06,5.6623,3.9005,1.7618,8.4031,6.8981,1.4973,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2006-11,2006-07,3.9541,2.786,1.1681,12.6895,9.8763,2.683,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2006-12,2006-08,5.5561,2.8089,2.7472,18.9506,12.9626,5.5039,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-01,2006-09,0.5356,0.5659,-0.0303,19.5877,13.6018,5.4719,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-02,2006-10,-0.7516,0.6915,-1.4431,18.6889,14.3874,3.9498,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-03,2006-11,3.0164,2.1817,0.8347,22.269,16.8829,4.8176,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-04,2006-12,5.9218,4.2193,1.7024,29.5095,21.8146,6.602,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-05,2007-01,1.4836,1.7335,-0.2499,31.4309,23.9262,6.3356,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-06,2007-02,0.5489,-0.065,0.6139,32.1524,23.8457,6.9884,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-07,2007-03,-1.1027,-1.446,0.3433,30.6951,22.0549,7.3557,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-08,2007-04,-4.85,-1.6833,-3.1667,24.3563,20.0003,3.956,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-09,2007-05,7.9945,5.5023,2.4923,34.298,26.603,6.5469,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-10,2007-06,3.5994,4.2579,-0.6585,39.132,31.9937,5.8453,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-11,2007-07,-3.9143,-4.0697,0.1554,33.686,26.622,6.0097,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2007-12,2007-08,-1.3067,-1.9349,0.6282,31.9391,24.172,6.6757,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-01,2007-09,-9.2625,-9.0693,-0.1932,19.7182,12.9104,6.4696,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-02,2007-10,0.4963,1.6517,-1.1554,20.3123,14.7753,5.2395,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-03,2007-11,-1.44,-1.8698,0.4299,18.5799,12.6292,5.6919,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-04,2007-12,3.9348,5.1094,-1.1746,23.2457,18.3839,4.4504,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-05,2008-01,-1.1864,0.8667,-2.053,21.7836,19.4099,2.306,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-06,2008-02,-13.6173,-7.9124,-5.7049,5.1999,9.9617,-3.5305,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-07,2008-03,-3.0048,-3.6302,0.6254,2.0389,5.9699,-2.9272,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-08,2008-04,-4.4562,-4.0988,-0.3574,-2.5082,1.6264,-3.2741,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-09,2008-05,-17.2069,-14.6794,-2.5275,-19.2835,-13.2918,-5.7188,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-10,2008-06,-24.371,-20.8713,-3.4997,-38.9549,-31.3889,-9.0184,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-11,2008-07,-7.6504,-5.7076,-1.9428,-43.6251,-35.3049,-10.786,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2008-12,2008-08,5.8,5.1677,0.6323,-40.3553,-31.9616,-10.2219,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-01,2008-09,-8.6396,-9.4098,0.7702,-45.5084,-38.3639,-9.5305,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-02,2008-10,-10.4928,-10.3921,-0.1006,-51.2261,-44.7692,-9.6215,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-03,2008-11,8.8048,6.1389,2.6658,-46.9316,-41.3786,-7.2121,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-04,2008-12,13.5749,12.3866,1.1883,-39.7277,-34.1175,-6.1096,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-05,2009-01,10.7479,11.9483,-1.2004,-33.2497,-26.2456,-7.2366,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-06,2009-02,-1.5788,-1.2349,-0.3439,-34.3035,-27.1564,-7.5556,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-07,2009-03,10.0101,9.2962,0.7139,-27.7272,-20.3847,-6.8957,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-08,2009-04,5.9922,4.5315,1.4607,-23.3965,-16.7769,-5.5357,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-09,2009-05,6.2516,3.8945,2.3571,-18.6075,-13.5358,-3.3091,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-10,2009-06,-1.4347,-1.6597,0.2251,-19.7753,-14.9709,-3.0915,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-11,2009-07,1.1532,2.2296,-1.0764,-18.8501,-13.0751,-4.1346,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2009-12,2009-08,1.0103,1.5011,-0.4908,-18.0303,-11.7703,-4.6051,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-01,2009-09,-6.2743,-4.73,-1.5443,-23.1733,-15.9436,-6.0783,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-02,2009-10,-2.5142,-0.2845,-2.2297,-25.1049,-16.1827,-8.1725,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-03,2009-11,5.8536,6.0231,-0.1694,-20.7208,-11.1343,-8.3281,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-04,2009-12,-1.997,-1.7686,-0.2284,-22.304,-12.706,-8.5374,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-05,2010-01,-13.9227,-11.4666,-2.4562,-33.1214,-22.7156,-10.7839,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-06,2010-02,-2.0778,-1.7018,-0.376,-34.511,-24.0308,-11.1194,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-07,2010-03,12.1175,9.1536,2.9639,-26.5754,-17.0769,-8.4851,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-08,2010-04,-4.1278,-3.2085,-0.9193,-29.6062,-19.7375,-9.3263,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-09,2010-05,10.9274,9.2959,1.6315,-21.9139,-12.2763,-7.847,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-10,2010-06,4.8984,3.4884,1.41,-18.0889,-9.2162,-6.5476,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-11,2010-07,-9.0186,-4.4411,-4.5774,-25.4762,-13.248,-10.8253,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2010-12,2010-08,8.4274,7.9621,0.4652,-19.1957,-6.3407,-10.4104,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-01,2010-09,4.5066,2.084,2.4226,-15.5542,-4.3888,-8.24,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-02,2010-10,0.8619,3.5235,-2.6615,-14.8264,-1.02,-10.6823,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-03,2010-11,0.3182,-2.3932,2.7115,-14.5553,-3.3888,-8.2604,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-04,2010-12,6.7614,5.0748,1.6865,-8.7781,1.514,-6.7132,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-05,2011-01,-3.7939,-3.5523,-0.2416,-12.239,-2.092,-6.9386,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-06,2011-02,-1.8204,-1.6054,-0.2151,-13.8366,-3.6638,-7.1388,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-07,2011-03,-4.584,-1.7205,-2.8635,-17.7863,-5.3213,-9.7979,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-08,2011-04,-8.2753,-8.7114,0.4361,-24.5897,-13.5691,-9.4045,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-09,2011-05,-11.364,-10.3598,-1.0041,-33.1593,-22.5232,-10.3142,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-10,2011-06,10.4037,9.6598,0.7439,-26.2054,-15.0391,-9.647,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-11,2011-07,-7.3105,-4.9155,-2.3951,-31.6002,-19.2153,-11.8111,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2011-12,2011-08,-2.7835,-1.192,-1.5916,-33.5042,-20.1782,-13.2147,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-01,2011-09,4.1896,5.3067,-1.1171,-30.7183,-15.9424,-14.1842,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-02,2011-10,4.9829,5.225,-0.2421,-27.266,-11.5504,-14.3919,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-03,2011-11,-2.5143,-1.1617,-1.3525,-29.0948,-12.5779,-15.5498,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-04,2011-12,-6.5896,-2.1084,-4.4811,-33.7671,-14.4211,-19.3341,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-05,2012-01,-16.7242,-11.9611,-4.7631,-44.844,-24.6573,-23.1763,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-06,2012-02,10.1895,6.3254,3.8641,-39.2239,-19.8916,-20.2078,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-07,2012-03,-2.1208,1.1679,-3.2887,-40.5128,-18.956,-22.8319,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-08,2012-04,8.7177,2.5434,6.1743,-35.3269,-16.8947,-18.0673,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-09,2012-05,4.7577,2.6891,2.0686,-32.25,-14.6599,-16.3725,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-10,2012-06,2.134,0.6181,1.5158,-30.8042,-14.1324,-15.1048,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-11,2012-07,1.0258,1.8948,-0.869,-30.0944,-12.5054,-15.8426,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2012-12,2012-08,4.8274,2.9117,1.9156,-26.7198,-9.9577,-14.2304,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-01,2012-09,7.0966,4.8302,2.2664,-21.5194,-5.6085,-12.2866,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-02,2012-10,-4.761,-1.198,-3.5631,-25.2559,-6.7393,-15.4119,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-03,2012-11,-2.147,0.3936,-2.5406,-26.8607,-6.3722,-17.5609,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-04,2012-12,7.1731,4.0958,3.0773,-21.6143,-2.5374,-15.024,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-05,2013-01,-4.0076,-2.7224,-1.2852,-24.7557,-5.1907,-16.1161,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-06,2013-02,-5.9601,-3.9194,-2.0407,-29.2403,-8.9067,-17.8279,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-07,2013-03,8.1511,5.2648,2.8864,-23.4726,-4.1108,-15.4562,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-08,2013-04,-0.8822,-1.5446,0.6624,-24.1478,-5.592,-14.8961,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-09,2013-05,9.8107,6.7986,3.0121,-16.7062,0.8265,-12.3328,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-10,2013-06,5.2324,3.2901,1.9423,-12.3479,4.1437,-10.63,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-11,2013-07,-0.582,0.4129,-0.995,-12.8581,4.5737,-11.5192,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2013-12,2013-08,0.6884,1.413,-0.7245,-12.2582,6.0513,-12.1603,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-01,2013-09,-2.9935,-4.0949,1.1014,-14.8847,1.7087,-11.1928,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-02,2013-10,7.1433,5.252,1.8913,-8.8047,7.0504,-9.5132,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-03,2013-11,1.6896,-0.8395,2.5291,-7.2638,6.1517,-7.2246,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-04,2013-12,1.9632,1.2439,0.7193,-5.4432,7.4721,-6.5573,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-05,2014-01,-0.018,0.9964,-1.0144,-5.4602,8.543,-7.5052,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-06,2014-02,0.093,1.2418,-1.1488,-5.3723,9.8909,-8.5678,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-07,2014-03,-2.976,-1.8318,-1.1443,-8.1884,7.878,-9.614,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-08,2014-04,-0.4138,-0.1683,-0.2455,-8.5683,7.6964,-9.8359,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-09,2014-05,-5.5414,-4.3381,-1.2033,-13.6349,3.0244,-10.9208,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-10,2014-06,-2.3735,-1.6556,-0.7179,-15.6848,1.3188,-11.5603,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-11,2014-07,-0.8223,1.0523,-1.8746,-16.3781,2.3849,-13.2182,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2014-12,2014-08,-4.2838,-3.3993,-0.8845,-19.9603,-1.0954,-13.9858,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-01,2014-09,-1.5846,-0.4189,-1.1657,-21.2286,-1.5097,-14.9885,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-02,2014-10,6.1379,5.8108,0.3271,-16.3937,4.2134,-14.7105,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-03,2014-11,-3.042,-2.0872,-0.9548,-18.937,2.0383,-15.5249,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-04,2014-12,4.8638,3.9913,0.8725,-14.9942,6.111,-14.7878,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-05,2015-01,-3.5525,-1.3328,-2.2197,-18.0141,4.6967,-16.6793,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-06,2015-02,-3.7315,-2.9904,-0.7411,-21.0734,1.5659,-17.2968,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-07,2015-03,0.7022,1.5189,-0.8167,-20.5192,3.1086,-17.9722,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-08,2015-04,-8.5574,-7.5228,-1.0347,-27.3207,-4.648,-18.8209,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-09,2015-05,-5.1955,-5.2875,0.092,-31.0967,-9.6898,-18.7462,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-10,2015-06,7.8577,7.4316,0.426,-25.6825,-2.9783,-18.4001,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-11,2015-07,-2.1439,-1.7634,-0.3805,-27.2758,-4.6891,-18.7105,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2015-12,2015-08,-0.6145,-1.8789,1.2645,-27.7227,-6.4799,-17.6827,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-01,2015-09,-7.0665,-6.9374,-0.1291,-32.8301,-12.9678,-17.7889,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-02,2015-10,-0.9454,-1.6466,0.7012,-33.4651,-14.4009,-17.2124,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-03,2015-11,9.0785,6.3259,2.7526,-27.4248,-8.986,-14.9336,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-04,2015-12,2.7113,2.8237,-0.1124,-25.457,-6.416,-15.0292,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-05,2016-01,-2.7331,-1.6775,-1.0556,-27.4943,-7.9859,-15.9261,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-06,2016-02,-2.8943,-3.2472,0.353,-29.5928,-10.9738,-15.6294,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-07,2016-03,4.9894,4.8543,0.135,-26.08,-6.6521,-15.5154,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-08,2016-04,-0.1897,-0.1746,-0.0151,-26.2202,-6.8151,-15.5282,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-09,2016-05,1.2461,0.9479,0.2982,-25.3008,-5.9318,-15.2763,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-10,2016-06,-1.9829,-2.0201,0.0372,-26.782,-7.8321,-15.2448,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-11,2016-07,-2.8317,-1.7735,-1.0582,-28.8553,-9.4666,-16.1417,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2016-12,2016-08,4.3469,3.1691,1.1778,-25.7627,-6.5976,-15.154,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-01,2016-09,3.0259,2.9344,0.0915,-23.5164,-3.8567,-15.0764,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-02,2016-10,0.8754,0.9331,-0.0578,-22.8469,-2.9596,-15.1254,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-03,2016-11,3.6444,2.0806,1.5638,-20.0351,-0.9406,-13.7982,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-04,2016-12,1.8467,1.8636,-0.0169,-18.5584,0.9055,-13.8128,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-05,2017-01,3.3323,2.7763,0.5559,-15.8446,3.707,-13.3336,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-06,2017-02,-0.1,-0.0974,-0.0026,-15.9287,3.606,-13.3359,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-07,2017-03,4.713,2.9329,1.7801,-11.9664,6.6446,-11.7932,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-08,2017-04,0.2298,-0.2907,0.5204,-11.7642,6.3346,-11.3341,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-09,2017-05,1.289,2.3384,-1.0494,-10.6268,8.8211,-12.2645,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-10,2017-06,-0.6331,1.2917,-1.9248,-11.1926,10.2268,-13.9532,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-11,2017-07,0.1554,0.8417,-0.6863,-11.0546,11.1545,-14.5438,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2017-12,2017-08,1.7454,1.6977,0.0477,-9.5022,13.0416,-14.503,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-01,2017-09,4.9684,4.6178,0.3506,-5.0059,18.2617,-14.2033,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-02,2017-10,-4.9604,-4.9369,-0.0234,-9.7179,12.4232,-14.2234,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-03,2017-11,-1.8522,-2.3099,0.4577,-11.3901,9.8264,-13.8308,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-04,2017-12,1.2488,2.0811,-0.8324,-10.2836,12.112,-14.548,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-05,2018-01,-2.2463,-2.4281,0.1818,-12.2989,9.3898,-14.3927,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-06,2018-02,0.2149,-1.2689,1.4838,-12.1104,8.0018,-13.1225,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-07,2018-03,2.5297,2.406,0.1237,-9.887,10.6003,-13.015,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-08,2018-04,-2.1742,-2.1451,-0.0291,-11.8462,8.2278,-13.0403,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-09,2018-05,-0.1478,0.511,-0.6588,-11.9765,8.7809,-13.6131,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-10,2018-06,-8.5804,-8.026,-0.5544,-19.5293,0.0501,-14.0921,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-11,2018-07,-1.0537,-0.2733,-0.7804,-20.3772,-0.2233,-14.7625,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2018-12,2018-08,-4.0544,-5.2837,1.2293,-23.6054,-5.4952,-13.7146,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-01,2018-09,6.8615,7.022,-0.1605,-18.3635,1.141,-13.8531,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-02,2018-10,2.462,2.3556,0.1064,-16.3537,3.5234,-13.7615,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-03,2018-11,0.2044,-0.0044,0.2088,-16.1827,3.5189,-13.5814,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-04,2018-12,2.3588,2.4903,-0.1314,-14.2056,6.0968,-13.695,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-05,2019-01,-6.4655,-5.3027,-1.1627,-19.7526,0.4708,-14.6985,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-06,2019-02,6.0773,5.7712,0.306,-14.8757,6.2692,-14.4374,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-07,2019-03,-1.3437,-1.2573,-0.0863,-16.0195,4.933,-14.5113,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-08,2019-04,-3.6707,-2.7303,-0.9403,-19.1021,2.068,-15.3152,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-09,2019-05,2.7427,2.4839,0.2588,-16.8833,4.6033,-15.096,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-10,2019-06,2.6122,3.1333,-0.5211,-14.7121,7.8808,-15.5384,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-11,2019-07,-0.0984,1.0931,-1.1914,-14.796,9.06,-16.5447,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2019-12,2019-08,4.0355,3.0895,0.946,-11.3576,12.4294,-15.7552,22
DIVIDEND_YIELD,DM,MSCI World ex USA,2020-01,2019-09,-2.0266,-1.9848,-0.0418,-13.1541,10.1979,-15.7904,22
